country_id,island_id,prefecture_id,prefecture_name,year,population
KM,KM1,KM15,Sima,2041,55521
KM,KM1,KM15,Sima,2042,56483
KM,KM1,KM16,MOYA,2017,24140
KM,KM1,KM16,MOYA,2018,24746
KM,KM1,KM16,MOYA,2019,25375
KM,KM1,KM16,MOYA,2020,26026
KM,KM1,KM16,MOYA,2021,26700
KM,KM1,KM16,MOYA,2022,27391
KM,KM1,KM16,MOYA,2023,28093
KM,KM1,KM16,MOYA,2024,28812
KM,KM1,KM16,MOYA,2025,29544
KM,KM1,KM16,MOYA,2026,30289
KM,KM1,KM16,MOYA,2027,31045
KM,KM1,KM16,MOYA,2028,31808
KM,KM1,KM16,MOYA,2029,32583
KM,KM1,KM16,MOYA,2030,33476
KM,KM1,KM16,MOYA,2031,34272
KM,KM1,KM16,MOYA,2032,35074
KM,KM1,KM16,MOYA,2033,35879
KM,KM1,KM16,MOYA,2034,36721
KM,KM1,KM16,MOYA,2035,37555
KM,KM1,KM16,MOYA,2036,38389
KM,KM1,KM16,MOYA,2037,39162
KM,KM1,KM16,MOYA,2038,40014
KM,KM1,KM16,MOYA,2039,40863
KM,KM1,KM16,MOYA,2040,41896
KM,KM1,KM16,MOYA,2041,42762
KM,KM1,KM16,MOYA,2042,43637
KM,KM2,KM21,Hamahamet-Mboinkou,2017,36648
KM,KM2,KM21,Hamahamet-Mboinkou,2018,37445
KM,KM2,KM21,Hamahamet-Mboinkou,2019,38279
KM,KM2,KM21,Hamahamet-Mboinkou,2020,39152
KM,KM2,KM21,Hamahamet-Mboinkou,2021,40057
KM,KM2,KM21,Hamahamet-Mboinkou,2022,41000
KM,KM2,KM21,Hamahamet-Mboinkou,2023,41959
KM,KM2,KM21,Hamahamet-Mboinkou,2024,42951
KM,KM2,KM21,Hamahamet-Mboinkou,2025,43967
KM,KM2,KM21,Hamahamet-Mboinkou,2026,45010
KM,KM2,KM21,Hamahamet-Mboinkou,2027,46073
KM,KM2,KM21,Hamahamet-Mboinkou,2028,47162
KM,KM2,KM21,Hamahamet-Mboinkou,2029,48269
KM,KM2,KM21,Hamahamet-Mboinkou,2030,49410
KM,KM2,KM21,Hamahamet-Mboinkou,2031,50562
KM,KM2,KM21,Hamahamet-Mboinkou,2032,51739
KM,KM2,KM21,Hamahamet-Mboinkou,2033,52936
KM,KM2,KM21,Hamahamet-Mboinkou,2034,54156
KM,KM2,KM21,Hamahamet-Mboinkou,2035,55403
KM,KM2,KM21,Hamahamet-Mboinkou,2036,56673
KM,KM2,KM21,Hamahamet-Mboinkou,2037,57955
KM,KM2,KM21,Hamahamet-Mboinkou,2038,59254
KM,KM2,KM21,Hamahamet-Mboinkou,2039,60582
KM,KM2,KM21,Hamahamet-Mboinkou,2040,61937
KM,KM2,KM21,Hamahamet-Mboinkou,2041,63317
KM,KM2,KM21,Hamahamet-Mboinkou,2042,64720
KM,KM2,KM22,Hambou,2017,22776
KM,KM2,KM22,Hambou,2018,23271
KM,KM2,KM22,Hambou,2019,23788
KM,KM2,KM22,Hambou,2020,24333
KM,KM2,KM22,Hambou,2021,24896
KM,KM2,KM22,Hambou,2022,25495
KM,KM2,KM22,Hambou,2023,26100
KM,KM2,KM22,Hambou,2024,26742
KM,KM2,KM22,Hambou,2025,27385
KM,KM2,KM22,Hambou,2026,28042
KM,KM2,KM22,Hambou,2027,28716
KM,KM2,KM22,Hambou,2028,29396
KM,KM2,KM22,Hambou,2029,30095
KM,KM2,KM22,Hambou,2030,30704
KM,KM2,KM22,Hambou,2031,31423
KM,KM2,KM22,Hambou,2032,32154
KM,KM2,KM22,Hambou,2033,32899
KM,KM2,KM22,Hambou,2034,33656
KM,KM2,KM22,Hambou,2035,34432
KM,KM2,KM22,Hambou,2036,35220
KM,KM2,KM22,Hambou,2037,36017
KM,KM2,KM22,Hambou,2038,36826
KM,KM2,KM22,Hambou,2039,37650
KM,KM2,KM22,Hambou,2040,38491
KM,KM2,KM22,Hambou,2041,39348
KM,KM2,KM22,Hambou,2042,40226
KM,KM2,KM23,Itsandra-Hamanvou,2017,57335
KM,KM2,KM23,Itsandra-Hamanvou,2018,58584
KM,KM2,KM23,Itsandra-Hamanvou,2019,59888
KM,KM2,KM23,Itsandra-Hamanvou,2020,61258
KM,KM2,KM23,Itsandra-Hamanvou,2021,62673
KM,KM2,KM23,Itsandra-Hamanvou,2022,64145
KM,KM2,KM23,Itsandra-Hamanvou,2023,65646
KM,KM2,KM23,Itsandra-Hamanvou,2024,67197
KM,KM2,KM23,Itsandra-Hamanvou,2025,68788
KM,KM2,KM23,Itsandra-Hamanvou,2026,70419
KM,KM2,KM23,Itsandra-Hamanvou,2027,72089
KM,KM2,KM23,Itsandra-Hamanvou,2028,73785
KM,KM2,KM23,Itsandra-Hamanvou,2029,75517
KM,KM2,KM23,Itsandra-Hamanvou,2030,77295
KM,KM2,KM23,Itsandra-Hamanvou,2031,79105
KM,KM2,KM23,Itsandra-Hamanvou,2032,80945
KM,KM2,KM23,Itsandra-Hamanvou,2033,82815
KM,KM2,KM23,Itsandra-Hamanvou,2034,84729
KM,KM2,KM23,Itsandra-Hamanvou,2035,86678
KM,KM2,KM23,Itsandra-Hamanvou,2036,88658
KM,KM2,KM23,Itsandra-Hamanvou,2037,90669
KM,KM2,KM23,Itsandra-Hamanvou,2038,92706
KM,KM2,KM23,Itsandra-Hamanvou,2039,94781
KM,KM2,KM23,Itsandra-Hamanvou,2040,96899
KM,KM2,KM23,Itsandra-Hamanvou,2041,99056
KM,KM2,KM23,Itsandra-Hamanvou,2042,101256
KM,KM2,KM24,Mbadjini Est,2017,35312
KM,KM2,KM24,Mbadjini Est,2018,36081
KM,KM2,KM24,Mbadjini Est,2019,36883
KM,KM2,KM24,Mbadjini Est,2020,37722
KM,KM2,KM24,Mbadjini Est,2021,38600
KM,KM2,KM24,Mbadjini Est,2022,39506
KM,KM2,KM24,Mbadjini Est,2023,40431
KM,KM2,KM24,Mbadjini Est,2024,41392
KM,KM2,KM24,Mbadjini Est,2025,42366
KM,KM2,KM24,Mbadjini Est,2026,43367
KM,KM2,KM24,Mbadjini Est,2027,44398
KM,KM2,KM24,Mbadjini Est,2028,45442
KM,KM2,KM24,Mbadjini Est,2029,46511
KM,KM2,KM24,Mbadjini Est,2030,47605
KM,KM2,KM24,Mbadjini Est,2031,48718
KM,KM2,KM24,Mbadjini Est,2032,49853
KM,KM2,KM24,Mbadjini Est,2033,51006
KM,KM2,KM24,Mbadjini Est,2034,52184
KM,KM2,KM24,Mbadjini Est,2035,53382
KM,KM2,KM24,Mbadjini Est,2036,54606
KM,KM2,KM24,Mbadjini Est,2037,55844
KM,KM2,KM24,Mbadjini Est,2038,57096
KM,KM2,KM24,Mbadjini Est,2039,58374
KM,KM2,KM24,Mbadjini Est,2040,59679
KM,KM2,KM24,Mbadjini Est,2041,61006
KM,KM2,KM24,Mbadjini Est,2042,62360
KM,KM2,KM25,Mbadjini Ouest,2017,23600
KM,KM2,KM25,Mbadjini Ouest,2018,24115
KM,KM2,KM25,Mbadjini Ouest,2019,24651
KM,KM2,KM25,Mbadjini Ouest,2020,25212
KM,KM2,KM25,Mbadjini Ouest,2021,25797
KM,KM2,KM25,Mbadjini Ouest,2022,26400
KM,KM2,KM25,Mbadjini Ouest,2023,27021
KM,KM2,KM25,Mbadjini Ouest,2024,27659
KM,KM2,KM25,Mbadjini Ouest,2025,28315
KM,KM2,KM25,Mbadjini Ouest,2026,28985
KM,KM2,KM25,Mbadjini Ouest,2027,29673
KM,KM2,KM25,Mbadjini Ouest,2028,30373
KM,KM2,KM25,Mbadjini Ouest,2029,31083
KM,KM2,KM25,Mbadjini Ouest,2030,31816
KM,KM2,KM25,Mbadjini Ouest,2031,32560
KM,KM2,KM25,Mbadjini Ouest,2032,33319
KM,KM2,KM25,Mbadjini Ouest,2033,34087
KM,KM2,KM25,Mbadjini Ouest,2034,34874
KM,KM2,KM25,Mbadjini Ouest,2035,35681
KM,KM2,KM25,Mbadjini Ouest,2036,36490
KM,KM2,KM25,Mbadjini Ouest,2037,37320
KM,KM2,KM25,Mbadjini Ouest,2038,38158
KM,KM2,KM25,Mbadjini Ouest,2039,39012
KM,KM2,KM25,Mbadjini Ouest,2040,39886
KM,KM2,KM25,Mbadjini Ouest,2041,40774
KM,KM2,KM25,Mbadjini Ouest,2042,41677
KM,KM2,KM26,Mitsamiouli-Mboudé,2017,56160
KM,KM2,KM26,Mitsamiouli-Mboudé,2018,57384
KM,KM2,KM26,Mitsamiouli-Mboudé,2019,58658
KM,KM2,KM26,Mitsamiouli-Mboudé,2020,59993
KM,KM2,KM26,Mitsamiouli-Mboudé,2021,61390
KM,KM2,KM26,Mitsamiouli-Mboudé,2022,62828
KM,KM2,KM26,Mitsamiouli-Mboudé,2023,64306
KM,KM2,KM26,Mitsamiouli-Mboudé,2024,65816
KM,KM2,KM26,Mitsamiouli-Mboudé,2025,67379
KM,KM2,KM26,Mitsamiouli-Mboudé,2026,68976
KM,KM2,KM26,Mitsamiouli-Mboudé,2027,70609
KM,KM2,KM26,Mitsamiouli-Mboudé,2028,72269
KM,KM2,KM26,Mitsamiouli-Mboudé,2029,73971
KM,KM2,KM26,Mitsamiouli-Mboudé,2030,75560
KM,KM2,KM26,Mitsamiouli-Mboudé,2031,77326
KM,KM2,KM26,Mitsamiouli-Mboudé,2032,79128
KM,KM2,KM26,Mitsamiouli-Mboudé,2033,80958
KM,KM2,KM26,Mitsamiouli-Mboudé,2034,82825
KM,KM2,KM26,Mitsamiouli-Mboudé,2035,84737
KM,KM2,KM26,Mitsamiouli-Mboudé,2036,86678
KM,KM2,KM26,Mitsamiouli-Mboudé,2037,88655
KM,KM2,KM26,Mitsamiouli-Mboudé,2038,90653
KM,KM2,KM26,Mitsamiouli-Mboudé,2039,92693
KM,KM2,KM26,Mitsamiouli-Mboudé,2040,94776
KM,KM2,KM26,Mitsamiouli-Mboudé,2041,96902
KM,KM2,KM26,Mitsamiouli-Mboudé,2042,99066
KM,KM2,KM27,Moroni-Bambao,2017,121239
KM,KM2,KM27,Moroni-Bambao,2018,123875
KM,KM2,KM27,Moroni-Bambao,2019,126634
KM,KM2,KM27,Moroni-Bambao,2020,129520
KM,KM2,KM27,Moroni-Bambao,2021,132521
KM,KM2,KM27,Moroni-Bambao,2022,135617
KM,KM2,KM27,Moroni-Bambao,2023,138787
KM,KM2,KM27,Moroni-Bambao,2024,142030
KM,KM2,KM27,Moroni-Bambao,2025,145390
KM,KM2,KM27,Moroni-Bambao,2026,148830
KM,KM2,KM27,Moroni-Bambao,2027,152347
KM,KM2,KM27,Moroni-Bambao,2028,155926
KM,KM2,KM27,Moroni-Bambao,2029,159594
KM,KM2,KM27,Moroni-Bambao,2030,163593
KM,KM2,KM27,Moroni-Bambao,2031,167417
KM,KM2,KM27,Moroni-Bambao,2032,171316
KM,KM2,KM27,Moroni-Bambao,2033,175281
KM,KM2,KM27,Moroni-Bambao,2034,179321
KM,KM2,KM27,Moroni-Bambao,2035,183448
KM,KM2,KM27,Moroni-Bambao,2036,187636
KM,KM2,KM27,Moroni-Bambao,2037,191882
KM,KM2,KM27,Moroni-Bambao,2038,196181
KM,KM2,KM27,Moroni-Bambao,2039,200559
KM,KM2,KM27,Moroni-Bambao,2040,205028
KM,KM2,KM27,Moroni-Bambao,2041,209582
KM,KM2,KM27,Moroni-Bambao,2042,214215
KM,KM2,KM28,Oichili-Dimani,2017,26297
KM,KM2,KM28,Oichili-Dimani,2018,26869
KM,KM2,KM28,Oichili-Dimani,2019,27465
KM,KM2,KM28,Oichili-Dimani,2020,28094
KM,KM2,KM28,Oichili-Dimani,2021,28747
KM,KM2,KM28,Oichili-Dimani,2022,29424
KM,KM2,KM28,Oichili-Dimani,2023,30111
KM,KM2,KM28,Oichili-Dimani,2024,30822
KM,KM2,KM28,Oichili-Dimani,2025,31555
KM,KM2,KM28,Oichili-Dimani,2026,32305
KM,KM2,KM28,Oichili-Dimani,2027,33070
KM,KM2,KM28,Oichili-Dimani,2028,33846
KM,KM2,KM28,Oichili-Dimani,2029,34637
KM,KM2,KM28,Oichili-Dimani,2030,35452
KM,KM2,KM28,Oichili-Dimani,2031,36280
KM,KM2,KM28,Oichili-Dimani,2032,37125
KM,KM2,KM28,Oichili-Dimani,2033,37985
KM,KM2,KM28,Oichili-Dimani,2034,38859
KM,KM2,KM28,Oichili-Dimani,2035,39755
KM,KM2,KM28,Oichili-Dimani,2036,40662
KM,KM2,KM28,Oichili-Dimani,2037,41587
KM,KM2,KM28,Oichili-Dimani,2038,42521
KM,KM2,KM28,Oichili-Dimani,2039,43470
KM,KM2,KM28,Oichili-Dimani,2040,44443
KM,KM2,KM28,Oichili-Dimani,2041,45434
KM,KM2,KM28,Oichili-Dimani,2042,46440
KM,KM3,KM31,Djando,2017,9349
KM,KM3,KM31,Djando,2018,9650
KM,KM3,KM31,Djando,2019,9958
KM,KM3,KM31,Djando,2020,10274
KM,KM3,KM31,Djando,2021,10597
KM,KM3,KM31,Djando,2022,10928
KM,KM3,KM31,Djando,2023,11259
KM,KM3,KM31,Djando,2024,11593
KM,KM3,KM31,Djando,2025,11931
KM,KM3,KM31,Djando,2026,12269
KM,KM3,KM31,Djando,2027,12608
KM,KM3,KM31,Djando,2028,12946
KM,KM3,KM31,Djando,2029,13283
KM,KM3,KM31,Djando,2030,13620
KM,KM3,KM31,Djando,2031,13952
KM,KM3,KM31,Djando,2032,14283
KM,KM3,KM31,Djando,2033,14608
KM,KM3,KM31,Djando,2034,14931
KM,KM3,KM31,Djando,2035,15246
KM,KM3,KM31,Djando,2036,15557
KM,KM3,KM31,Djando,2037,15859
KM,KM3,KM31,Djando,2038,16154
KM,KM3,KM31,Djando,2039,16440
KM,KM3,KM31,Djando,2040,16718
KM,KM3,KM31,Djando,2041,16991
KM,KM3,KM31,Djando,2042,17252
KM,KM3,KM32,Fomboni,2017,30833
KM,KM3,KM32,Fomboni,2018,31827
KM,KM3,KM32,Fomboni,2019,32845
KM,KM3,KM32,Fomboni,2020,33889
KM,KM3,KM32,Fomboni,2021,34955
KM,KM3,KM32,Fomboni,2022,36041
KM,KM3,KM32,Fomboni,2023,37133
KM,KM3,KM32,Fomboni,2024,38234
KM,KM3,KM32,Fomboni,2025,39346
KM,KM3,KM32,Fomboni,2026,40466
KM,KM3,KM32,Fomboni,2027,41586
KM,KM3,KM32,Fomboni,2028,42697
KM,KM3,KM32,Fomboni,2029,43810
KM,KM3,KM32,Fomboni,2030,44920
KM,KM3,KM32,Fomboni,2031,46018
KM,KM3,KM32,Fomboni,2032,47107
KM,KM3,KM32,Fomboni,2033,48179
KM,KM3,KM32,Fomboni,2034,49240
KM,KM3,KM32,Fomboni,2035,50285
KM,KM3,KM32,Fomboni,2036,51309
KM,KM3,KM32,Fomboni,2037,52307
KM,KM3,KM32,Fomboni,2038,53277
KM,KM3,KM32,Fomboni,2039,54221
KM,KM3,KM32,Fomboni,2040,55141
KM,KM3,KM32,Fomboni,2041,56034
KM,KM3,KM32,Fomboni,2042,56897
KM,KM3,KM33,Nioumachioi,2017,11385
KM,KM3,KM33,Nioumachioi,2018,11749
KM,KM3,KM33,Nioumachioi,2019,12128
KM,KM3,KM33,Nioumachioi,2020,12514
KM,KM3,KM33,Nioumachioi,2021,12908
KM,KM3,KM33,Nioumachioi,2022,13308
KM,KM3,KM33,Nioumachioi,2023,13712
KM,KM3,KM33,Nioumachioi,2024,14118
KM,KM3,KM33,Nioumachioi,2025,14530
KM,KM3,KM33,Nioumachioi,2026,14942
KM,KM3,KM33,Nioumachioi,2027,15355
KM,KM3,KM33,Nioumachioi,2028,15766
KM,KM3,KM33,Nioumachioi,2029,16176
KM,KM3,KM33,Nioumachioi,2030,16586
KM,KM3,KM33,Nioumachioi,2031,16992
KM,KM3,KM33,Nioumachioi,2032,17393
KM,KM3,KM33,Nioumachioi,2033,17790
KM,KM3,KM33,Nioumachioi,2034,18180
KM,KM3,KM33,Nioumachioi,2035,18567
KM,KM3,KM33,Nioumachioi,2036,18945
KM,KM3,KM33,Nioumachioi,2037,19315
KM,KM3,KM33,Nioumachioi,2038,19672
KM,KM3,KM33,Nioumachioi,2039,20019
KM,KM3,KM33,Nioumachioi,2040,20361
KM,KM3,KM33,Nioumachioi,2041,20690
KM,KM3,KM33,Nioumachioi,2042,21008
